Payments to suppliers over £500 - March 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,20/03/2020,8402,970.76,BIFFA MUNICIPAL LIMITED                 
Norwich City Council,Integrated Waste Management,431080,Cleansing Contracts,2846,Cleansing Contracts           ,20/03/2020,8402,"1,948.02",BIFFA MUNICIPAL LIMITED                 
Norwich City Council,HRA Repairs,730020,Structural Repairs,2136,Structural Repairs            ,20/03/2020,8411,"1,872.00",CONISBEE                                
Norwich City Council,HRA Repairs,730020,Structural Repairs,2136,Structural Repairs            ,20/03/2020,8412,"2,271.25",CONISBEE                                
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8723,632.7,REDACTED PERSONAL DATA
Norwich City Council,Multi-Storey Car Parks,643040,Fixed Furniture/Fittings,2226,Fixed Furniture/Fittings      ,20/03/2020,7912,"2,364.03",HUB PARKING TECHNOLOGY                  
Norwich City Council,Multi-Storey Car Parks,643040,Fixed Furniture/Fittings,2226,Fixed Furniture/Fittings      ,20/03/2020,7912,"2,364.03",HUB PARKING TECHNOLOGY                  
Norwich City Council,Multi-Storey Car Parks,643040,Fixed Furniture/Fittings,2226,Fixed Furniture/Fittings      ,20/03/2020,7912,"2,364.04",HUB PARKING TECHNOLOGY                  
Norwich City Council,Allotments,150000,Water Charges Metered,2285,Water Charges Metered         ,20/03/2020,8321,574.18,ANGLIAN WATER BUSINESS                  
Norwich City Council,Chief Executive,301020,Subscriptions,2723,Subscriptions                 ,20/03/2020,8585,"1,794.00",THE COPYRIGHT LICENCING AGENCY LTD      
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,20/03/2020,2836,"33,023.10",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,20/03/2020,2836,"1,927.98",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,20/03/2020,2836,"1,720.52",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,20/03/2020,2837,"63,046.19",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,20/03/2020,2837,"2,364.45",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Whole House Improvements,5120, Whole House Improvements     ,20/03/2020,2837,"3,264.80",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,20/03/2020,8291,"2,470.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,HRA Capital Expenditure,983000,Estate Aesthetics,5161, Estate Aesthetics            ,20/03/2020,8666,"23,850.65",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Estate Aesthetics,5161, Estate Aesthetics            ,20/03/2020,8666,883.94,NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Repairs,730020,General Estate Tidiness,2230,General Estate Tidiness       ,20/03/2020,8714,"2,166.50",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Street Cleansing,431020,Other Contractual Services,2849,Other Contractual Services    ,20/03/2020,3633,"2,339.01",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Highways Ground & Tree Maint,421030,Schedule of Rates/Dayworks,2149,Schedule of Rates/Dayworks    ,20/03/2020,6195,849.96,NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Arboricultural services,421010,Other Contractual Services,2849,Other Contractual Services    ,20/03/2020,8417,"1,372.80",A T COOMBES ASSOCIATES LTD              
Norwich City Council, IT Services,321020,Telephones General,2615,Telephones General            ,20/03/2020,8789,"7,430.63",ADEPT TELECOM PLC                       
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,20/03/2020,8183,"4,232.82",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Debt Management Expenses,511010,Purchase / Debit Card Charges,2830,Purchase / Debit Card Charges ,20/03/2020,9017,687.35,HSBC PLC                                
Norwich City Council,Debt Management Expenses,511010,Purchase / Debit Card Charges,2830,Purchase / Debit Card Charges ,20/03/2020,9017,"28,125.03",HSBC PLC                                
Norwich City Council,Licensing,520070,Criminal Records Bureau Checks,2080,Criminal Records Bureau Checks,20/03/2020,9017,"2,508.00",HSBC PLC                                
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8729,556.77,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8728,512.31,REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Fees - Translations,2822,Fees - Translations           ,20/03/2020,8276,553.85,LANGUAGE LINE LTD                       
Norwich City Council,City Hall,290000,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,20/03/2020,4331,"4,364.70",AUTOMOTIVE LEASING LTD                  
Norwich City Council,Environmental Services Team,431071,Pool Car Direct Costs,2426,Pool Car Direct Costs         ,20/03/2020,4331,"1,790.10",AUTOMOTIVE LEASING LTD                  
Norwich City Council,Planning Management Account,620010,Professional Advice/Fees,2850,Professional Advice/Fees      ,20/03/2020,8703,"188,289.31",TROWERS & HAMLINS LLP                   
Norwich City Council,Planning Management Account,620010,Professional Advice/Fees,2850,Professional Advice/Fees      ,20/03/2020,8705,"29,322.08",TROWERS & HAMLINS LLP                   
Norwich City Council,Planning Management Account,620010,Professional Advice/Fees,2850,Professional Advice/Fees      ,20/03/2020,8707,"31,470.67",TROWERS & HAMLINS LLP                   
Norwich City Council,Planning Management Account,620010,Professional Advice/Fees,2850,Professional Advice/Fees      ,20/03/2020,8707,"1,288.34",TROWERS & HAMLINS LLP                   
Norwich City Council,Balance Sheet,999999,Norwich Fringe Project,8132,Norwich Fringe Project        ,20/03/2020,4733,"1,100.00",BEN BURGESS GROUNDSCARE  EQT            
Norwich City Council,Balance Sheet,999999,Norwich Fringe Project,8132,Norwich Fringe Project        ,20/03/2020,4733,"1,051.50",BEN BURGESS GROUNDSCARE  EQT            
Norwich City Council,Balance Sheet,999999,Norwich Fringe Project,8132,Norwich Fringe Project        ,20/03/2020,4733,"1,272.50",BEN BURGESS GROUNDSCARE  EQT            
Norwich City Council,City Hall,290000,Carpet Cleaning,2209,Carpet Cleaning               ,20/03/2020,7538,"1,100.00",HANNANTS CLEANING LTD                   
Norwich City Council,Multi-Storey Car Parks,643040,Car Park Call Outs,2808,Car Park Call Outs            ,20/03/2020,8297,"7,392.00",BROADLAND GUARDING SERVICES LTD         
Norwich City Council,Multi-Storey Car Parks,643040,Car Park Call Outs,2808,Car Park Call Outs            ,20/03/2020,8297,"3,577.20",BROADLAND GUARDING SERVICES LTD         
Norwich City Council,Multi-Storey Car Parks,643040,Car Park Call Outs,2808,Car Park Call Outs            ,20/03/2020,8297,"6,210.60",BROADLAND GUARDING SERVICES LTD         
Norwich City Council,Highways Agency - Maintenance,630100,Agency Staff,2050,Agency Staff                  ,20/03/2020,7893,700.96,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Highways Agency - Maintenance,630100,Agency Staff,2050,Agency Staff                  ,20/03/2020,7893,"1,084.86",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Mail Handling Team,550040,Agency Staff,2050,Agency Staff                  ,20/03/2020,7894,"1,552.15",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Highways Agency - Maintenance,630100,Agency Staff,2050,Agency Staff                  ,20/03/2020,7896,698.33,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Service Improvement,321040,Agency Staff,2050,Agency Staff                  ,20/03/2020,8300,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,8302,593.11,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,7686,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,7687,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,7690,548.28,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,7694,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,7695,555.9,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,7697,517.82,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,20/03/2020,7698,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,20/03/2020,5028,538.13,SELECT APPOINTMENTS PLC                 
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,20/03/2020,5714,538.13,SELECT APPOINTMENTS PLC                 
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,20/03/2020,7637,538.13,SELECT APPOINTMENTS PLC                 
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,20/03/2020,8299,538.13,SELECT APPOINTMENTS PLC                 
Norwich City Council,Private Sector Housing,410010,Enforcement Fees,1103,Enforcement Fees              ,20/03/2020,8649,538.13,SELECT APPOINTMENTS PLC                 
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8726,587.72,REDACTED PERSONAL DATA
Norwich City Council,Mail Handling Team,550040,Taxi Contract,2425,Taxi Contract                 ,20/03/2020,8241,"1,079.94",1ST GOLDSTAR TAXIS                      
Norwich City Council,HRA Capital Expenditure,983000,Re-Roofing,5180, Re-Roofing                   ,20/03/2020,8781,"10,655.42",ASHFORD COMMERCIAL LTD                  
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,20/03/2020,8652,"35,227.30",ASPECT GROUP SERVICES LTD               
Norwich City Council,Markets,100000,Trade Waste,2237,Trade Waste                   ,20/03/2020,8219,"2,881.20",M W WHITE LTD                           
Norwich City Council,Planning Policy,620040,Professional Advice/Fees,2850,Professional Advice/Fees      ,20/03/2020,8278,"10,937.50",NORFOLK COUNTY COUNCIL                  
Norwich City Council,Private Sector Leasing Scheme,410040,Empty Rating,2266,Empty Rating                  ,20/03/2020,8770,"2,232.05",REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8727,686.38,REDACTED PERSONAL DATA
Norwich City Council,Street Cleansing,431020,Other Contractual Services,2849,Other Contractual Services    ,20/03/2020,8221,"4,873.75",NORFOLK PET CREMATORIUM                 
Norwich City Council,HRA Capital Expenditure,983000,Heating & Boilers - Communal,5130, Heating/Boilers Communal     ,20/03/2020,4135,"50,947.07",GASWAY SERVICES LTD                     
Norwich City Council, IT Services,321020,IT Services - Development Fund,2844,IT Services - Development Fund,20/03/2020,8595,"5,320.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8741,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8740,778.19,REDACTED PERSONAL DATA
Norwich City Council,Void Dwelling Management,710230,Decoration Allowances,2755,Decoration Allowances         ,20/03/2020,9021,"5,979.17",B&Q FINANCIAL SERVICES                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8739,583.62,REDACTED PERSONAL DATA
Norwich City Council,Estates Management,721020,T V Aerial Mtce,2807,T V Aerial Mtce               ,20/03/2020,8761,"71,751.00",STANLEY SECURITY SOLUTIONS              
Norwich City Council,HRA Repairs,730020,Security Imps Elderly/Disabled,2160,Security Imps Elderly/Disabled,20/03/2020,1306,587.18,NORSE COMMERCIAL SERVICES LTD           
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8742,742.78,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8743,568.05,REDACTED PERSONAL DATA
Norwich City Council,Communications Team,310020,Council Newspaper,2625,Council Newspaper             ,20/03/2020,8177,"5,887.18",THE NATIONAL LEAFLET COMPANY            
Norwich City Council,Communications Team,310020,Council Newspaper,2625,Council Newspaper             ,20/03/2020,8177,"3,751.51",THE NATIONAL LEAFLET COMPANY            
Norwich City Council,Collection Team,710170,Legal Expenses,2803,Legal Expenses                ,20/03/2020,9027,"4,636.00",H M C S                                 
Norwich City Council,Customer Contact Team,550010,Security/Cash in Transit,2805,Security/Cash in Transit      ,20/03/2020,5903,"3,134.25",NPSS SECURITY SERVICES                  
Norwich City Council,Customer Contact Team,550010,Security/Cash in Transit,2805,Security/Cash in Transit      ,20/03/2020,8617,"2,507.40",NPSS SECURITY SERVICES                  
Norwich City Council,Civic Expenses,315010,Other Contractual Services,2849,Other Contractual Services    ,20/03/2020,8618,740.64,NPSS SECURITY SERVICES                  
Norwich City Council,Mail Handling Team,550040,Postages General,2614,Postages General              ,20/03/2020,5274,"5,564.52",ROYAL MAIL GROUP PLC                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8732,645.35,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8733,589.16,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8734,743.02,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8735,702.95,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8736,646.04,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8737,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,20/03/2020,8738,714.95,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,Electrical,5110, Electrical                   ,20/03/2020,8178,"78,088.67",GASWAY SERVICES LTD                     
Norwich City Council,HRA Capital Expenditure,983000,Bathrooms,5122, Bathrooms                    ,20/03/2020,8245,"33,085.09",GASWAY SERVICES LTD                     
Norwich City Council,HRA Capital Expenditure,983000,Kitchens,5121, Kitchens                     ,20/03/2020,8250,"25,989.92",GASWAY SERVICES LTD                     
Norwich City Council,HRA Repairs,730020,Inspection (Electrical Equipt),2655,Inspection (Electrical Equipt),20/03/2020,8252,"7,689.65",GASWAY SERVICES LTD                     
Norwich City Council,HRA Capital Expenditure,983000,Electrical,5110, Electrical                   ,20/03/2020,8259,"65,741.67",GASWAY SERVICES LTD                     
Norwich City Council,HRA Repairs,730020,Gas Cent Heating Repairs C Wks,2143,Gas Cent Heating Repairs C Wks,20/03/2020,8260,"20,297.54",GASWAY SERVICES LTD                     
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,24/03/2020,9347,"55,556.79",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,24/03/2020,9347,"55,556.79",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,24/03/2020,9347,"5,500.00",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,24/03/2020,9347,"5,500.00",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Thermal Comfort,5140, Thermal Comfort              ,24/03/2020,7914,"17,174.64",ASPIRATION GROUP HOLDINGS LTD           
Norwich City Council,Investment Properties,220000,Professional Advice/Fees,2850,Professional Advice/Fees      ,25/03/2020,9372,"8,250.00",BROMWICH HARDY                          
Norwich City Council,General HRA Premises,740010,Mtce Payments Ground Rent Etc,2148,Mtce Payments Ground Rent Etc ,25/03/2020,9038,616.95,NORWICH RESIDENTIAL MANAGEMENT LTD      
Norwich City Council,HRA Repairs,730020,Major & Minor Repairs,2142,Major & Minor Repairs         ,27/03/2020,8710,"4,027.98",UK GUNITE LIMITED                       
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,27/03/2020,7551,"14,938.00",LOOKING LOCAL LTD                       
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9124,650.89,REDACTED PERSONAL DATA
Norwich City Council,Personnel Services,530020,Equip disabled scheme,2838,Equip disabled scheme         ,27/03/2020,8405,756,OCTAVE SEATING LIMITED                  
Norwich City Council,Fit for the Future,321070,Agency Staff,2050,Agency Staff                  ,27/03/2020,8608,"1,815.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Fit for the Future,321070,Agency Staff,2050,Agency Staff                  ,27/03/2020,8658,"3,630.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9125,828.4,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9116,546.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9117,502.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9121,534.76,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9119,735.04,REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Miscellaneous Other,2756,Contingency                   ,27/03/2020,9049,"9,250.00",BULK SMS LTD T/A VOODOOSMS              
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9120,698.22,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,27/03/2020,9272,"1,052.37",EASTERN PLAY SERVICES LTD               
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9115,753.22,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9114,569.43,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9113,727.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9110,695.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9111,708.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9106,632.7,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9109,828.4,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9103,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9104,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9100,559.07,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9131,739.64,REDACTED PERSONAL DATA
Norwich City Council,Bus Lane Enforcement,644015,Other Contractual Services,2849,Other Contractual Services    ,27/03/2020,8627,"10,359.31",BRAMBLE HUB LTD                         
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9135,621.3,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9136,603.55,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9137,532.54,REDACTED PERSONAL DATA
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,27/03/2020,8953,"6,061.68",SOFTWARE BOX LTD                        
Norwich City Council,HRA Repairs,730020,Major & Minor Repairs,2142,Major & Minor Repairs         ,27/03/2020,8677,"5,879.00",GRAY & JARRETT ROOFING LTD              
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9134,650.89,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9132,769.23,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9133,650.89,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9126,739.64,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9128,502.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9129,887.57,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9130,621.3,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,27/03/2020,9276,"95,043.43",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,27/03/2020,9276,"95,043.43",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,27/03/2020,9276,"10,000.00",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,27/03/2020,9276,"10,000.00",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9138,502.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9139,822.49,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9140,671.01,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9141,769.23,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9142,733.61,REDACTED PERSONAL DATA
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,27/03/2020,8187,"13,629.60",SOFTCAT PLC                             
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9143,548.77,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9144,601.26,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,27/03/2020,8997,"2,000.00",ETUDE CONSULTING LTD                    
Norwich City Council,Development Management,620060,Advertising General,2623,Advertising General           ,27/03/2020,6164,"1,803.42",ARCHANT REGIONAL LTD                    
Norwich City Council,Council Tax Admin,515020,Advertising General,2623,Advertising General           ,27/03/2020,8433,517.44,ARCHANT REGIONAL LTD                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9145,745.56,REDACTED PERSONAL DATA
Norwich City Council,Investment Properties,220000,Gas,2218,Gas                           ,27/03/2020,9030,743.44,EASTERN SHIRES PURCHASING ORGANISATION  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9086,506.86,REDACTED PERSONAL DATA
Norwich City Council,Street Cleansing,431020,Other Contractual Services,2849,Other Contractual Services    ,27/03/2020,9273,"1,869.90",D LEMMON GROUNDWORKS                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9093,562.38,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9065,586.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9094,507.73,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9096,525.04,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9097,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9098,669.41,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9099,550.3,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9089,666.92,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,Solar Thermal & Photovoltaic,5141, Solar Therml/Photovoltaic    ,27/03/2020,8657,"84,350.00",IMPACT RENEWABLES LTD                   
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9090,586.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9091,520.18,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,27/03/2020,9092,586.88,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,27/03/2020,8623,"2,645.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,27/03/2020,8715,"5,434.85",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,27/03/2020,8716,638.38,NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Repairs,730020,Major & Minor Repairs,2142,Major & Minor Repairs         ,27/03/2020,8950,"8,140.96",NORWICH NORSE (BUILDING) LTD            
